shot_id,label_frame,shot_frame,frame_diff,side,true_stroke,true_class_id,predicted_class_id,predicted_confidence,is_rule_based,logits,label_status,source
,1662,1579,83,near,smash,15,4,0.7064195711016553,False,"[-2.310305781188301, 0.5452175988524793, -0.5162126777155769, 0.5039403557952133, 4.320887685432953, 1.5087808139681593, -0.7772146817446695, 0.8818801800482864, -0.2576038566452597, -1.4131688972926963, 0.24781408838051958, 0.40901368445874864, -0.3406126318081205, 0.04931890687243068, -0.898554956151745, 0.5984217013539576, -0.7365590995818873, -0.49579890514514613, 0.8338439080120414, 1.2542342404287667, -0.8870583354547159, -1.032542073163631, 0.5069424954857762, 0.6910152504211633, -0.3672981995730789]",labeled,manual
,1679,1756,77,far,block,2,6,0.2700322022937494,False,"[1.188054733452507, 0.2413381590216993, 1.6444523575322259, 0.2877882540400712, -1.2080857747644955, 1.0018601186632887, 2.2737093213795676, 0.6096296469443435, 0.21586131779130951, -0.38807715978392254, -0.873428911649998, -0.8260771971273262, -0.9922223357065504, -0.2685573426793424, -0.8304459802644464, -0.5199692164240576, -1.3927946752578515, -0.6267574622740524, -0.033327021896710995, -0.039772643669286234, -0.7297307430818216, -0.027418875131251852, -0.7579680646154945, -0.8395150830978186, -1.1105411190181167]",labeled,manual
,1704,1756,52,near,drive,18,6,0.2700322022937494,False,"[1.188054733452507, 0.2413381590216993, 1.6444523575322259, 0.2877882540400712, -1.2080857747644955, 1.0018601186632887, 2.2737093213795676, 0.6096296469443435, 0.21586131779130951, -0.38807715978392254, -0.873428911649998, -0.8260771971273262, -0.9922223357065504, -0.2685573426793424, -0.8304459802644464, -0.5199692164240576, -1.3927946752578515, -0.6267574622740524, -0.033327021896710995, -0.039772643669286234, -0.7297307430818216, -0.027418875131251852, -0.7579680646154945, -0.8395150830978186, -1.1105411190181167]",labeled,manual
,1715,1756,41,far,lift,4,6,0.2700322022937494,False,"[1.188054733452507, 0.2413381590216993, 1.6444523575322259, 0.2877882540400712, -1.2080857747644955, 1.0018601186632887, 2.2737093213795676, 0.6096296469443435, 0.21586131779130951, -0.38807715978392254, -0.873428911649998, -0.8260771971273262, -0.9922223357065504, -0.2685573426793424, -0.8304459802644464, -0.5199692164240576, -1.3927946752578515, -0.6267574622740524, -0.033327021896710995, -0.039772643669286234, -0.7297307430818216, -0.027418875131251852, -0.7579680646154945, -0.8395150830978186, -1.1105411190181167]",labeled,manual
,1750,1756,6,near,smash,15,6,0.2700322022937494,False,"[1.188054733452507, 0.2413381590216993, 1.6444523575322259, 0.2877882540400712, -1.2080857747644955, 1.0018601186632887, 2.2737093213795676, 0.6096296469443435, 0.21586131779130951, -0.38807715978392254, -0.873428911649998, -0.8260771971273262, -0.9922223357065504, -0.2685573426793424, -0.8304459802644464, -0.5199692164240576, -1.3927946752578515, -0.6267574622740524, -0.033327021896710995, -0.039772643669286234, -0.7297307430818216, -0.027418875131251852, -0.7579680646154945, -0.8395150830978186, -1.1105411190181167]",labeled,manual
,1757,1756,1,far,block,2,6,0.2700322022937494,False,"[1.188054733452507, 0.2413381590216993, 1.6444523575322259, 0.2877882540400712, -1.2080857747644955, 1.0018601186632887, 2.2737093213795676, 0.6096296469443435, 0.21586131779130951, -0.38807715978392254, -0.873428911649998, -0.8260771971273262, -0.9922223357065504, -0.2685573426793424, -0.8304459802644464, -0.5199692164240576, -1.3927946752578515, -0.6267574622740524, -0.033327021896710995, -0.039772643669286234, -0.7297307430818216, -0.027418875131251852, -0.7579680646154945, -0.8395150830978186, -1.1105411190181167]",labeled,manual
,1789,1763,26,near,smash,15,16,0.15733855043317743,False,"[-2.473990149321846, -0.23283240658346427, -1.453741287945069, 0.9950810343201844, 0.4943932300954288, -0.9159506790280565, -0.9402686711550698, 1.538786784815132, -0.7456562248093221, -0.6360277136779655, -0.1678542501566966, 0.350021388001458, -0.5895167557104414, 1.4343807967592868, -1.3862456433313104, 0.7800445045651697, 1.7793733411758643, -0.802358348618962, 0.5859095069767326, 0.29273264207061245, -0.2848093687608377, 0.7560399537948346, 0.3829335307385857, -0.5666105082267554, 0.6322794419140427]",labeled,manual
,1805,1763,42,far,block,2,16,0.15733855043317743,False,"[-2.473990149321846, -0.23283240658346427, -1.453741287945069, 0.9950810343201844, 0.4943932300954288, -0.9159506790280565, -0.9402686711550698, 1.538786784815132, -0.7456562248093221, -0.6360277136779655, -0.1678542501566966, 0.350021388001458, -0.5895167557104414, 1.4343807967592868, -1.3862456433313104, 0.7800445045651697, 1.7793733411758643, -0.802358348618962, 0.5859095069767326, 0.29273264207061245, -0.2848093687608377, 0.7560399537948346, 0.3829335307385857, -0.5666105082267554, 0.6322794419140427]",labeled,manual
,1837,1763,74,near,smash,15,16,0.15733855043317743,False,"[-2.473990149321846, -0.23283240658346427, -1.453741287945069, 0.9950810343201844, 0.4943932300954288, -0.9159506790280565, -0.9402686711550698, 1.538786784815132, -0.7456562248093221, -0.6360277136779655, -0.1678542501566966, 0.350021388001458, -0.5895167557104414, 1.4343807967592868, -1.3862456433313104, 0.7800445045651697, 1.7793733411758643, -0.802358348618962, 0.5859095069767326, 0.29273264207061245, -0.2848093687608377, 0.7560399537948346, 0.3829335307385857, -0.5666105082267554, 0.6322794419140427]",labeled,manual
,1841,1763,78,far,lift,4,16,0.15733855043317743,False,"[-2.473990149321846, -0.23283240658346427, -1.453741287945069, 0.9950810343201844, 0.4943932300954288, -0.9159506790280565, -0.9402686711550698, 1.538786784815132, -0.7456562248093221, -0.6360277136779655, -0.1678542501566966, 0.350021388001458, -0.5895167557104414, 1.4343807967592868, -1.3862456433313104, 0.7800445045651697, 1.7793733411758643, -0.802358348618962, 0.5859095069767326, 0.29273264207061245, -0.2848093687608377, 0.7560399537948346, 0.3829335307385857, -0.5666105082267554, 0.6322794419140427]",labeled,manual
,1881,1940,59,near,lift,16,0,0.15231455353254142,True,"[1.4815866281363448, -0.35531720978323234, 1.0621712448613274, 0.23214053811390084, 0.48731470169119295, 0.23638924137351675, 0.6695437673329367, -0.16514597733086403, -0.3272716728073691, -0.19188227262266766, -0.5841779417632182, -0.30765679889200515, -0.8468988803728407, -0.8141445843289701, -0.6131657711999627, -0.5699547444163061, 0.8091589742630224, -1.1015209748854415, -0.05622563630329669, 0.02118162907775356, 0.21815518745635593, -0.8361852401825214, -0.04813950903154063, -0.3698267867797644, 0.22510425861783906]",labeled,manual
,1902,1940,38,far,push,8,0,0.15231455353254142,True,"[1.4815866281363448, -0.35531720978323234, 1.0621712448613274, 0.23214053811390084, 0.48731470169119295, 0.23638924137351675, 0.6695437673329367, -0.16514597733086403, -0.3272716728073691, -0.19188227262266766, -0.5841779417632182, -0.30765679889200515, -0.8468988803728407, -0.8141445843289701, -0.6131657711999627, -0.5699547444163061, 0.8091589742630224, -1.1015209748854415, -0.05622563630329669, 0.02118162907775356, 0.21815518745635593, -0.8361852401825214, -0.04813950903154063, -0.3698267867797644, 0.22510425861783906]",labeled,manual
,1915,1940,25,near,push,20,0,0.15231455353254142,True,"[1.4815866281363448, -0.35531720978323234, 1.0621712448613274, 0.23214053811390084, 0.48731470169119295, 0.23638924137351675, 0.6695437673329367, -0.16514597733086403, -0.3272716728073691, -0.19188227262266766, -0.5841779417632182, -0.30765679889200515, -0.8468988803728407, -0.8141445843289701, -0.6131657711999627, -0.5699547444163061, 0.8091589742630224, -1.1015209748854415, -0.05622563630329669, 0.02118162907775356, 0.21815518745635593, -0.8361852401825214, -0.04813950903154063, -0.3698267867797644, 0.22510425861783906]",labeled,manual
,1932,1940,8,far,push,8,0,0.15231455353254142,True,"[1.4815866281363448, -0.35531720978323234, 1.0621712448613274, 0.23214053811390084, 0.48731470169119295, 0.23638924137351675, 0.6695437673329367, -0.16514597733086403, -0.3272716728073691, -0.19188227262266766, -0.5841779417632182, -0.30765679889200515, -0.8468988803728407, -0.8141445843289701, -0.6131657711999627, -0.5699547444163061, 0.8091589742630224, -1.1015209748854415, -0.05622563630329669, 0.02118162907775356, 0.21815518745635593, -0.8361852401825214, -0.04813950903154063, -0.3698267867797644, 0.22510425861783906]",labeled,manual
,1950,1952,2,near,push,20,24,0.12846292777614515,False,"[0.9547430803152999, -2.114586924138701, -1.1989084241373908, 0.0445452004845826, 1.0812171703725284, 0.5106768973231093, -1.8639585729838357, -1.0390645106560594, -2.300801250062618, 0.7328778306030403, -0.32706931301337083, -0.6109615307378609, 0.4595585199491198, 0.9651991399218234, -1.6331577651040765, 0.7443756844224237, 1.6202570730179053, -0.8113206222166793, -1.6892432954906136, 0.29197310008223964, 1.2632501543447836, 1.6732851034072613, -0.09972458727098155, 1.3767814705139367, 1.7717498403400986]",labeled,manual
,2024,2034,10,far,long_serve,12,21,0.2754620106399225,False,"[2.275290661034294, 0.12570616143640267, -0.22179157113865738, -1.1917698710982116, -0.36355513273187223, -0.7665217153668626, 0.2732946220635428, -0.43287394840782933, -0.7932815280777548, -1.0950786074615348, -0.5809026069281658, 0.47752782291890794, -0.9963928130968397, -1.5821400610516874, 1.0335394986135749, -0.8562913451967932, -0.1758208936721582, -0.8585670783629196, -0.3050182250140816, -0.9924284359056144, -0.6445822297647135, 2.3054624563125348, 0.278104904821151, -2.281495683454874, -1.6122657198100478]",labeled,manual
,2058,2049,9,near,cross_court,22,9,0.2485580060499558,False,"[1.0781666566702803, -0.18199739319387687, -0.5868236181719673, -0.5809369414870056, -0.11944569586225093, -0.8718482486844286, -0.6572542544604287, -0.33578418095177465, -0.7781984535080526, 2.353369812109388, -0.5959085530875285, -0.5849174004125435, -0.11163261211951425, 0.4573015244890841, -1.215776120855114, 0.03314151720421543, 0.5847743087738256, -0.7824617221464889, -0.7448806551097542, -0.18456913433853672, 0.09552113422607028, 2.340886927214024, -0.5744284356329505, 0.49571726415216616, 0.562322334608516]",labeled,manual
,2080,2079,1,far,block,2,9,0.2982622248517794,False,"[1.0657202531668624, 0.010738636431062099, 0.2662198784367668, -0.8201554149214538, -0.6885154241175229, -0.5395235054135545, 0.4125088695286765, -0.11081035335129555, 0.18871029941019074, 2.303024868109144, -0.9971404976485332, -0.8531483154821236, -0.5638391641481703, 0.7373793991495761, 0.8509357817632941, -0.7107675586519934, 0.12020675179655366, -0.6400897100081222, -0.3406986382602364, -0.496249332054296, -0.20936392536903775, -0.02343168202364687, -1.620088692972428, 0.21351320240556887, -0.36592580262712554]",labeled,manual
,2111,2111,0,near,net_shot,13,0,0.5749506759649773,True,"[3.5537063409659346, 0.1986760749190687, -0.9455999491198432, 0.6485226124699799, 0.3926667577176517, 0.06684959605930013, -0.759666657090281, 0.2874859134429092, -0.13908359678808196, -1.2768939932800163, 0.28032398155945937, -0.818009470038398, -0.6082725790842359, -1.0347196785519925, -1.370337878896496, 0.15144578472988834, 0.08800845679933839, -0.6255187585463302, -0.01233396798359454, 0.0903898338239999, -0.16104097953583157, -1.1586529845329547, 0.04892814510130239, 1.6093008587127893, 0.59079085405775]",labeled,manual
,2135,2158,23,far,lift,4,9,0.41256914226139163,False,"[1.6533438493582686, -0.7472254977852465, -0.5264745709879768, -0.3559542029921325, -0.3384058320374066, -0.3827234737515672, 0.5651873592137351, -0.7535228570229416, -0.602560135446224, 3.103190998175062, -0.5245744294760784, -0.35712048821924514, 0.7502408357755358, -0.88246152082189, -0.1432959787385675, -0.8083352361498571, -0.38906264963453, -1.2945433452238815, -0.35659859448658526, -0.7648280998307853, 0.6311091602728232, 2.1620245939162945, -0.16969984419084239, -0.1456862619155676, 0.016243324837168893]",labeled,manual
,2182,2194,12,near,cross_court,22,4,0.490265160628806,False,"[-0.05371195775537885, -1.0183003888756397, -0.7343828437312019, -0.300565990788153, 3.2937089210896917, 1.4968569047808424, 0.22223162090768953, -0.6284878094918137, 0.11434906450685517, 0.27238045130006183, 0.6170195036293904, -1.037235830359443, -0.6012854842050855, -1.446701022775015, -1.001024758054516, -0.08139096840007076, 1.2169775300949317, -1.8009780242552536, -0.5016260531543404, 0.25967340268310024, 0.9292642296240194, -0.10856118145907168, 0.2115003501679833, -0.17684143092572996, 0.45193879421659394]",labeled,manual
,2304,2300,4,far,long_serve,12,21,0.6690364929455068,False,"[0.5910827447745284, -2.3239384637505176, -1.0127093551142585, 0.5618360310967652, -0.21940649984784663, 1.120566285407521, 0.2722842339276328, -0.282319410634697, -1.8036424842697714, 1.5992342034362923, 0.15599131516236467, -1.3922620754766304, 0.983117494215172, -0.7687227455685941, -0.8171085469262811, 0.8061173643292688, -0.8671392268211146, -0.7600591971983688, -0.6868010547755867, -0.2988168140489249, 1.4632759512350424, 4.285220718946812, 1.7105971609857018, -0.5814409783118994, 0.07069181021161958]",labeled,manual
,2373,2377,4,near,smash,15,21,0.16973568841140785,False,"[0.6889499952170333, -1.2162865148216846, 1.1863657476918328, 0.33093388827402276, 0.32524913610510287, -0.2228672735333665, 1.0392284635304465, -0.049137874437034684, -0.22505745562139495, 1.2018049756073128, -0.23136979409437972, -1.153274272017463, -0.7610228327616041, -0.7664687363217679, -0.32388166113068784, -0.28468309982402096, -0.7102072900802393, -1.2825187041868942, -1.0288078573344857, -0.3905784030992179, -0.627245980413212, 1.6376391416457867, 0.27670950048231435, -0.7601736715072425, -0.7474139470248611]",labeled,manual
,2382,2377,5,far,lift,4,21,0.16973568841140785,False,"[0.6889499952170333, -1.2162865148216846, 1.1863657476918328, 0.33093388827402276, 0.32524913610510287, -0.2228672735333665, 1.0392284635304465, -0.049137874437034684, -0.22505745562139495, 1.2018049756073128, -0.23136979409437972, -1.153274272017463, -0.7610228327616041, -0.7664687363217679, -0.32388166113068784, -0.28468309982402096, -0.7102072900802393, -1.2825187041868942, -1.0288078573344857, -0.3905784030992179, -0.627245980413212, 1.6376391416457867, 0.27670950048231435, -0.7601736715072425, -0.7474139470248611]",labeled,manual
,2408,2388,20,near,long_serve,24,7,0.24290324572010794,False,"[-2.517141453447632, -1.8075784192711475, -1.779499745128907, 1.112691071646997, -0.1008108922690922, 0.5161394916534201, 1.5356221441029563, 2.6069119135611647, -0.7338950363022421, -0.8593509396530021, 0.47920131615418593, -1.159698341422065, 0.10777765833298514, -0.16571384945615208, -1.6567458264367791, 0.29056983546631565, -0.17493883433644958, -0.5369401767363327, 0.7642932745815605, -0.3574408432084708, 1.6157769382879599, 2.3008540635970807, 1.485528651406997, -0.6974952748054297, 0.052944199404200754]",labeled,manual
,2408,2388,20,far,smash,3,7,0.24290324572010794,False,"[-2.517141453447632, -1.8075784192711475, -1.779499745128907, 1.112691071646997, -0.1008108922690922, 0.5161394916534201, 1.5356221441029563, 2.6069119135611647, -0.7338950363022421, -0.8593509396530021, 0.47920131615418593, -1.159698341422065, 0.10777765833298514, -0.16571384945615208, -1.6567458264367791, 0.29056983546631565, -0.17493883433644958, -0.5369401767363327, 0.7642932745815605, -0.3574408432084708, 1.6157769382879599, 2.3008540635970807, 1.485528651406997, -0.6974952748054297, 0.052944199404200754]",labeled,manual
,2414,2388,26,near,smash,15,7,0.24290324572010794,False,"[-2.517141453447632, -1.8075784192711475, -1.779499745128907, 1.112691071646997, -0.1008108922690922, 0.5161394916534201, 1.5356221441029563, 2.6069119135611647, -0.7338950363022421, -0.8593509396530021, 0.47920131615418593, -1.159698341422065, 0.10777765833298514, -0.16571384945615208, -1.6567458264367791, 0.29056983546631565, -0.17493883433644958, -0.5369401767363327, 0.7642932745815605, -0.3574408432084708, 1.6157769382879599, 2.3008540635970807, 1.485528651406997, -0.6974952748054297, 0.052944199404200754]",labeled,manual
,2554,2554,0,near,block,14,0,0.5523602559153827,True,"[3.3974391748282393, -0.5539769874245287, 0.5887117030636895, 1.2092122107918946, -0.12538220672317088, -0.14030637665989237, 0.15031611359110017, 0.7634876529448623, -0.0028629330021475163, -1.4206934770561088, -0.537860006773289, -0.025315378241522968, -0.6922828225000685, -1.0964046446393338, -0.3228336922662469, -0.2745094810305334, 0.4403101438015204, -1.0778446986784713, -0.6993238714336067, 0.2828872064512582, -0.7312476216867105, -1.4070498580070758, 0.12802318089269948, 0.04170284364282778, 0.5281854134411423]",labeled,manual
,2571,2568,3,far,lift,4,0,0.18982089690103413,True,"[2.0789086152884444, -1.3325098500877979, 1.3911701681630242, 1.3285184770997254, -0.16307702599473536, 1.2043917544245497, 1.9658777955769553, 0.9530523578398818, -0.285630318246517, 0.4485209980987679, -0.929651588880833, -0.9388204556035835, -0.5565459696157758, -0.3115790812085477, -0.3761682860391351, -0.13093840225322018, -0.33734250727002807, -0.8326221301665084, -0.8762779024242073, -0.28975541792694615, -1.0558597623422281, 0.4758654600051617, 0.09921864025854421, -0.9545861413711341, -0.8759545821338088]",labeled,manual
,2613,2610,3,near,lift,16,0,0.2958680963112518,True,"[2.5877167512747725, -1.5541971669823291, 0.4843160154835808, 1.8766171604569641, -0.3889533871264035, 1.3734530575632826, 1.5010829213856711, -0.9300914843804245, -0.18524655970159515, -0.0226304730392326, -0.44995221563559373, -0.4201192598867256, -0.5611647037370985, -0.9439149824689237, 0.6960711129171637, -0.3574890409289099, 0.49205666122133546, -0.9267118766417282, -0.14074949294315875, -0.586380734069982, -1.2423235951974527, -0.14150586071932558, 0.23094982259535146, -0.6502550175422461, -0.48735083524278716]",labeled,manual
,2635,2644,9,far,rush,9,9,0.21212914791899903,False,"[-0.9005841682580034, 1.0944889737933514, -1.5820505378229988, 1.6398899227555481, 0.8280505544095462, -0.5683171383977159, -1.0926362034083352, 1.1373140374892348, -0.8138661113602255, 2.2131734887146126, 0.07468777827042741, -0.6907828789281685, 0.8775583835736925, 0.6543927761007937, -2.092169439031384, 0.7504140223683619, 0.7069221073120336, -0.3960270478834884, -0.29529485970722735, -0.48172892533127354, -0.7366488753869669, 0.7161036497024273, 0.7859175836350853, -0.5478765895599158, -0.05284950021795348]",labeled,manual
,2653,2644,9,near,block,14,9,0.21212914791899903,False,"[-0.9005841682580034, 1.0944889737933514, -1.5820505378229988, 1.6398899227555481, 0.8280505544095462, -0.5683171383977159, -1.0926362034083352, 1.1373140374892348, -0.8138661113602255, 2.2131734887146126, 0.07468777827042741, -0.6907828789281685, 0.8775583835736925, 0.6543927761007937, -2.092169439031384, 0.7504140223683619, 0.7069221073120336, -0.3960270478834884, -0.29529485970722735, -0.48172892533127354, -0.7366488753869669, 0.7161036497024273, 0.7859175836350853, -0.5478765895599158, -0.05284950021795348]",labeled,manual
,2666,2644,22,near,smash,15,9,0.21212914791899903,False,"[-0.9005841682580034, 1.0944889737933514, -1.5820505378229988, 1.6398899227555481, 0.8280505544095462, -0.5683171383977159, -1.0926362034083352, 1.1373140374892348, -0.8138661113602255, 2.2131734887146126, 0.07468777827042741, -0.6907828789281685, 0.8775583835736925, 0.6543927761007937, -2.092169439031384, 0.7504140223683619, 0.7069221073120336, -0.3960270478834884, -0.29529485970722735, -0.48172892533127354, -0.7366488753869669, 0.7161036497024273, 0.7859175836350853, -0.5478765895599158, -0.05284950021795348]",labeled,manual
,2672,2644,28,far,push,8,9,0.21212914791899903,False,"[-0.9005841682580034, 1.0944889737933514, -1.5820505378229988, 1.6398899227555481, 0.8280505544095462, -0.5683171383977159, -1.0926362034083352, 1.1373140374892348, -0.8138661113602255, 2.2131734887146126, 0.07468777827042741, -0.6907828789281685, 0.8775583835736925, 0.6543927761007937, -2.092169439031384, 0.7504140223683619, 0.7069221073120336, -0.3960270478834884, -0.29529485970722735, -0.48172892533127354, -0.7366488753869669, 0.7161036497024273, 0.7859175836350853, -0.5478765895599158, -0.05284950021795348]",labeled,manual
,2701,2747,46,far,smash,3,0,0.3100601115406745,True,"[2.3696924974295577, -1.456475113454497, 0.38300182843371505, 0.25323450269062203, -0.27911169765897337, -0.6082118980527147, 0.0137183908223166, 0.7759143273108596, -0.44650540026250823, -0.6163424452758659, -0.47156176038962205, 0.286607708401696, -1.1775077251299209, -1.077615353257498, -0.36251304073502744, -0.7377098117647863, 0.18024834332163148, -0.5857189490904586, 0.4016630265117973, -0.10018278561417149, -0.19960584035660184, 1.002930260267613, 0.990394476583236, -1.2514586379760535, -0.3768202203898819]",labeled,manual
,2720,2747,27,near,block,14,0,0.3100601115406745,True,"[2.3696924974295577, -1.456475113454497, 0.38300182843371505, 0.25323450269062203, -0.27911169765897337, -0.6082118980527147, 0.0137183908223166, 0.7759143273108596, -0.44650540026250823, -0.6163424452758659, -0.47156176038962205, 0.286607708401696, -1.1775077251299209, -1.077615353257498, -0.36251304073502744, -0.7377098117647863, 0.18024834332163148, -0.5857189490904586, 0.4016630265117973, -0.10018278561417149, -0.19960584035660184, 1.002930260267613, 0.990394476583236, -1.2514586379760535, -0.3768202203898819]",labeled,manual
,2730,2747,17,far,smash,3,0,0.3100601115406745,True,"[2.3696924974295577, -1.456475113454497, 0.38300182843371505, 0.25323450269062203, -0.27911169765897337, -0.6082118980527147, 0.0137183908223166, 0.7759143273108596, -0.44650540026250823, -0.6163424452758659, -0.47156176038962205, 0.286607708401696, -1.1775077251299209, -1.077615353257498, -0.36251304073502744, -0.7377098117647863, 0.18024834332163148, -0.5857189490904586, 0.4016630265117973, -0.10018278561417149, -0.19960584035660184, 1.002930260267613, 0.990394476583236, -1.2514586379760535, -0.3768202203898819]",labeled,manual
,2744,2747,3,near,block,14,0,0.3100601115406745,True,"[2.3696924974295577, -1.456475113454497, 0.38300182843371505, 0.25323450269062203, -0.27911169765897337, -0.6082118980527147, 0.0137183908223166, 0.7759143273108596, -0.44650540026250823, -0.6163424452758659, -0.47156176038962205, 0.286607708401696, -1.1775077251299209, -1.077615353257498, -0.36251304073502744, -0.7377098117647863, 0.18024834332163148, -0.5857189490904586, 0.4016630265117973, -0.10018278561417149, -0.19960584035660184, 1.002930260267613, 0.990394476583236, -1.2514586379760535, -0.3768202203898819]",labeled,manual
,2766,2771,5,far,smash,3,0,0.543342678698337,True,"[3.3830701639029463, -0.45833048683706534, 0.30401870036288375, 0.6166966527875153, 0.3343007272630161, 0.6241587318539397, 0.3329674545525565, 0.18207295339041893, 0.2922531041282083, -1.6514287045217384, -0.4715606279013713, -0.673484061293586, -0.8395733503206556, -0.6525209871838895, -0.5298947445886346, -0.10583131654841671, 1.5427525573700172, -1.1999077394118087, -0.4951458957790047, 0.06641821660216762, -0.6601523934915201, -1.3108988041015888, -0.4682031834814613, -0.23143469598234007, 0.0891316395611374]",labeled,manual
,2777,2771,6,far,smash,3,0,0.543342678698337,True,"[3.3830701639029463, -0.45833048683706534, 0.30401870036288375, 0.6166966527875153, 0.3343007272630161, 0.6241587318539397, 0.3329674545525565, 0.18207295339041893, 0.2922531041282083, -1.6514287045217384, -0.4715606279013713, -0.673484061293586, -0.8395733503206556, -0.6525209871838895, -0.5298947445886346, -0.10583131654841671, 1.5427525573700172, -1.1999077394118087, -0.4951458957790047, 0.06641821660216762, -0.6601523934915201, -1.3108988041015888, -0.4682031834814613, -0.23143469598234007, 0.0891316395611374]",labeled,manual
,2786,2790,4,near,block,14,0,0.29891301740649306,True,"[2.486906223473259, -0.40799412590566886, 1.2107129337803948, 1.0860064894135681, -0.1728590124697262, 0.48960127607581777, 0.9625942949055686, 1.2653217474692458, 0.24164607850488679, -0.8313873013473381, -0.5555387444136699, -1.026503179602607, -0.7019478944643324, -0.40765831151708043, -0.6169425599115106, -0.058896235066483116, 0.9396215015381079, -1.3758309676756637, -1.0145714071391732, 0.07531808413680507, -0.7516020118310587, -0.9412182206245685, -0.5660792554113929, -0.4521403839820654, -0.019542782345333853]",labeled,manual
,2899,2896,3,near,smash,15,21,0.284892082853805,False,"[1.4597751428458174, -1.3454929338127735, 0.015008324624739833, -0.5856088727537903, 0.26051586927465853, -0.7392310135007127, 0.49537291562547825, -0.6647236188179856, -1.0973627296310995, 0.26565585527650226, -0.08579328724127608, -1.0852256756353218, -0.20292296684821298, -1.4553209272931424, -0.8933557621972772, -0.03706740482432613, 2.5471915536850194, -1.0155489041914718, -0.6635191228984505, -0.8370635648805289, 1.0580467403814657, 2.6372495656875348, 0.671677041580909, -1.2981227567428382, -0.6908722061305435]",labeled,manual
,2914,2907,7,far,block,2,21,0.3920833131573,False,"[1.8777868081900557, -1.540142391744292, 1.2361560108677971, 0.5291411101992813, -0.6368393295855099, 0.12384558395145101, 1.0508972648381247, 1.202096954988777, -0.5036390748840902, -0.5032707652068962, -0.5859865851042827, -1.0072564821767647, -1.0762394336565322, -1.4061215845654813, -0.5487611643808099, -0.6132389818011023, 0.6018854313820104, -0.811073382150151, -0.7216989782451302, -0.4324727197724967, -0.7064852892472879, 2.9687782293227887, 0.833592626979583, -2.1522902181381016, -1.2317423957972915]",labeled,manual
,2942,2921,21,near,lift,16,4,0.45573471462958476,False,"[0.23728554743260943, 0.09753247636255014, -1.9940588233454597, 1.8890207678254334, 3.6812630897908636, 1.4596401222109572, -1.405385470032786, 0.11007656257086937, -0.40445402535024627, 0.2511225739502083, 1.384432940995876, -0.4338274937200386, 0.2765625449315722, -0.4457728592465726, -1.4348365418451043, 0.9599993910016321, 2.7039818101852635, -1.3652079894652145, -0.3628262069820076, 0.01943801440413906, -1.0749718724801676, -0.7595179313751483, -0.07018720752931285, 0.22589812371790102, 0.27443568523832246]",labeled,manual
,2966,2921,45,far,smash,3,4,0.45573471462958476,False,"[0.23728554743260943, 0.09753247636255014, -1.9940588233454597, 1.8890207678254334, 3.6812630897908636, 1.4596401222109572, -1.405385470032786, 0.11007656257086937, -0.40445402535024627, 0.2511225739502083, 1.384432940995876, -0.4338274937200386, 0.2765625449315722, -0.4457728592465726, -1.4348365418451043, 0.9599993910016321, 2.7039818101852635, -1.3652079894652145, -0.3628262069820076, 0.01943801440413906, -1.0749718724801676, -0.7595179313751483, -0.07018720752931285, 0.22589812371790102, 0.27443568523832246]",labeled,manual
,2982,3039,57,near,block,14,7,0.17360500978287444,False,"[0.7528840829703292, 1.1433915747969983, 0.02963002944155807, 1.716622558253595, 0.022733435645622607, -0.07141741439106303, -1.4461164232493386, 1.789835230516731, -0.1364841786247824, 0.09464309606782306, 0.08186387947816057, 0.0002799291086357236, -0.6519476143225019, -2.0555073944638576, -1.2578426949517938, 0.044363134664466286, -0.7152324384719629, -0.5323103263487594, 0.03438868254435956, 0.051133559123835104, -0.9530496179177896, -0.3623212808700824, 0.14627522580885244, 0.8786034056907861, -0.48764152709535674]",labeled,manual
,3073,3081,8,far,long_serve,12,0,0.588400154905865,True,"[3.318639450249382, -1.273080919805205, 0.6727687361256707, -0.6781812041823181, -1.9671813243479306, -1.4210261337399706, 0.20312594807138581, -0.13252739508217629, -0.003252181134853205, 0.7104216614746224, -0.08382585712652998, -0.8871994953679878, -0.33686321652968576, -1.396631213815054, -0.2705432824628564, -0.8469039712725378, -1.2338209814101952, -0.6110990836729782, 0.7786441954971641, -0.7703631063539176, -0.4388831435754434, 0.03852734622037168, -0.23405247575975108, -0.1114123692745001, -0.3122241634517105]",labeled,manual
,3113,3117,4,near,drop,19,9,0.30973667079703276,False,"[1.5361329843375167, -1.1416760430962207, 0.5627822520749199, 0.19859434367973489, -0.0621405386776501, 0.17701653317210836, 1.639107847571279, -0.44803605873650365, 0.10189550844606415, 2.536411384680189, -0.6060378260253032, -1.265112970404609, -0.3156403569086378, -0.4872734276364652, -0.5460223309533807, -0.321766189175675, -0.7698335713416834, -1.1545689895262496, -0.9916753557323128, -0.14602567158524082, -0.5203492223336832, 0.8674951558974957, -0.4658111298773353, -0.03348299171865293, 0.11870442446180268]",labeled,manual
